sqm,bedrooms,bathrooms,receptions,lat,lng,crime_antiSocial,crime_theft,crime_burglary,crime_criminalDamage,crime_drugs,crime_weaponPossession,crime_publicOrder,crime_robbery,crime_vehicle,crime_other,num_pois,num_schools,avg_distance_all,min_distance_school,sold_year,sqm_per_bedroom,sqm_per_room,total_crime,total_rooms,city_average_price,price_per_sqm,city_avg_price_per_sqm,property_type_bungalow property,property_type_detached bungalow,property_type_detached house,property_type_end terrace house,property_type_flat,property_type_mid terrace bungalow,property_type_mid terrace house,property_type_semi-detached bungalow,property_type_semi-detached house,property_type_terrace property,tenure_feudal,tenure_freehold,tenure_leasehold,epc_rating_b,epc_rating_c,epc_rating_d,epc_rating_e,epc_rating_f,avg_price,target
107.0,3.0,1.0,2,51.3605,-0.24306,15.0,7.0,11.0,7.0,5.0,1.0,4.0,1.0,9.0,1.0,4,1,0.5172673331229992,0.3855984688481766,2025,35.666666666666664,17.833333333333332,74.0,6.0,457000.0,5607.476635514019,4851.744081171884,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,598852.561983471,600000
76.0,2.0,1.0,1,51.36607,-0.27787,24.0,18.0,5.0,17.0,4.0,1.0,11.0,1.0,11.0,2.0,4,1,0.5866720350419177,0.3804106555217529,2025,38.0,19.0,143.0,4.0,457000.0,5065.789473684211,4851.744081171884,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,597099.6721311476,385000
87.0,3.0,1.0,1,51.34184,-0.27566,29.0,58.0,9.0,19.0,6.0,5.0,26.0,3.0,15.0,6.0,4,1,0.5229229749574982,0.178795775210272,2025,29.0,17.4,272.0,5.0,457000.0,4885.057471264367,4851.744081171884,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,595700.487804878,425000
72.0,2.0,1.0,1,51.3620568,-0.288094,21.0,15.0,6.0,20.0,6.0,2.0,13.0,1.0,7.0,2.0,4,2,0.2756467127087185,0.0235559877192197,2025,36.0,18.0,143.0,4.0,457000.0,4097.222222222223,4851.744081171884,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,593275.4838709678,295000
65.0,2.0,1.0,1,51.6958889,-0.1848935,13.0,63.0,11.0,9.0,1.0,1.0,12.0,1.0,10.0,3.0,4,1,0.5713450291966788,0.2520959710291895,2025,32.5,16.25,172.0,4.0,429975.0,4615.384615384615,5764.1737891737885,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,586428.695652174,300000
126.0,4.0,2.0,1,51.36782,-0.26677,15.0,12.0,4.0,9.0,4.0,1.0,8.0,1.0,7.0,1.0,4,1,0.5158574908456489,0.1246581020403344,2025,31.5,18.0,100.0,7.0,457000.0,4603.174603174603,4851.744081171884,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,586382.4460431655,580000
55.0,1.0,1.0,1,51.5582734,0.0711669,171.0,218.0,30.0,32.0,47.0,2.0,35.0,23.0,73.0,12.0,4,2,0.3458593413216814,0.1569163732924719,2025,55.0,18.333333333333332,873.0,3.0,488333.3333333333,4590.909090909091,4109.3630186997525,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,576102.4324324324,252500
71.0,2.0,2.0,1,52.00467295,-0.7381320710344832,20.0,45.0,10.0,11.0,7.0,1.0,21.0,4.0,15.0,9.0,4,1,0.1897025862836037,0.1806921187949872,2025,35.5,14.2,229.0,5.0,536250.0,6267.605633802817,5259.071997410578,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,572746.1437908497,445000
52.0,1.0,1.0,1,51.6444456,-0.1954883,63.0,52.0,12.0,5.0,13.0,2.0,7.0,3.0,27.0,5.0,4,1,0.4390678806721869,0.2349187665036188,2025,52.0,17.333333333333332,251.0,3.0,606322.7142857143,6538.461538461538,5803.2652286772845,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,570394.0880503145,340000
74.0,2.0,2.0,1,51.4442232,-0.410659,86.0,63.0,15.0,33.0,15.0,1.0,19.0,12.0,14.0,5.0,4,2,0.4379487098967032,0.0715249036501829,2025,37.0,14.8,371.0,5.0,400000.0,4391.891891891892,5439.558650402024,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,562250.9638554216,325000
106.0,3.0,2.0,1,51.52853,-0.47521,56.0,44.0,15.0,27.0,19.0,1.0,23.0,5.0,35.0,4.0,4,1,0.7908296696806276,0.3953983519993239,2025,35.333333333333336,17.666666666666668,365.0,6.0,391000.0,5047.169811320755,5268.502618471154,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,562087.7844311377,535000
51.0,1.0,1.0,1,51.39911,-0.0986059,97.0,79.0,24.0,41.0,31.0,4.0,43.0,19.0,50.0,10.0,4,2,0.6388250420730435,0.3776500841460868,2025,51.0,17.0,602.0,3.0,327666.6666666667,3882.3529411764707,3418.884872384708,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,557789.1764705882,198000
103.0,3.0,1.0,1,51.5216,-0.37455,137.0,126.0,26.0,41.0,22.0,3.0,22.0,14.0,83.0,13.0,4,2,0.766168535091006,0.1256844761716575,2025,34.333333333333336,20.6,662.0,5.0,662500.0,5339.805825242718,5899.069579288025,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,556710.2325581395,550000
84.0,3.0,1.0,2,51.5484099,-0.37787,41.0,47.0,35.0,26.0,6.0,1.0,16.0,9.0,32.0,1.0,4,2,0.4683723169984167,0.1735164051501729,2025,28.0,14.0,282.0,6.0,505000.0,5892.857142857143,5150.427018633541,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,556353.5260115607,495000
92.0,3.0,1.0,2,51.55027,-0.35125,47.0,51.0,29.0,21.0,5.0,2.0,13.0,11.0,24.0,1.0,4,1,0.4523029576367762,0.3011528385727352,2025,30.666666666666668,15.333333333333334,294.0,6.0,505000.0,5652.173913043478,5150.427018633541,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,556144.5977011494,520000
86.0,2.0,1.0,1,51.3937557,-0.3033105,60.0,40.0,13.0,18.0,7.0,2.0,6.0,2.0,13.0,4.0,4,2,0.4375439812992125,0.2574925972010956,2025,43.0,21.5,243.0,4.0,483550.0,1883.7209302325582,5807.796922488257,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,558682.7527472527,162000
78.0,2.0,2.0,1,51.3937557,-0.3033105,60.0,40.0,13.0,18.0,7.0,2.0,6.0,2.0,13.0,4.0,4,2,0.4730650207429238,0.1547316764594766,2025,39.0,15.6,243.0,5.0,483550.0,5128.205128205128,5807.796922488257,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,557815.6338797815,400000
68.0,1.0,2.0,1,51.47417,-0.3472,104.0,114.0,16.0,36.0,21.0,3.0,29.0,6.0,35.0,4.0,4,1,0.2759992296768124,0.0848578398092639,2025,68.0,17.0,559.0,4.0,513750.0,5404.411764705882,4931.935612082671,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,560553.2722772277,367500
70.0,2.0,1.0,1,51.49084,-0.31456,63.0,85.0,24.0,21.0,18.0,1.0,14.0,6.0,55.0,3.0,4,2,0.2736518954477725,0.0152784459382207,2025,35.0,17.5,364.0,4.0,451500.0,7357.142857142857,6531.512605042017,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,560328.8719211823,515000
148.0,3.0,2.0,1,51.64617,-0.15445,41.0,19.0,14.0,15.0,5.0,3.0,8.0,3.0,34.0,1.0,4,1,0.4059386781399751,0.2495954712976218,2025,49.333333333333336,24.666666666666668,176.0,6.0,606322.7142857143,6756.722972972973,5803.2652286772845,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,562484.0980392157,999995
102.0,3.0,1.0,2,51.64512,-0.21277,40.0,38.0,6.0,6.0,6.0,1.0,4.0,1.0,9.0,5.0,4,2,0.7870502915955196,0.2309705266804362,2025,34.0,17.0,168.0,6.0,606322.7142857143,5245.098039215686,5803.2652286772845,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,560787.2427184467,535000
108.0,4.0,2.0,2,51.6412199,-0.15341,52.0,21.0,20.0,15.0,6.0,2.0,7.0,3.0,40.0,1.0,4,1,0.4696982065596292,0.2856614212933965,2025,27.0,13.5,198.0,8.0,606322.7142857143,5648.148148148148,5803.2652286772845,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,561024.9855072463,610000
94.0,3.0,1.0,2,51.60888,-0.25229,95.0,67.0,27.0,19.0,23.0,1.0,22.0,13.0,24.0,9.0,4,2,0.3225724932208402,0.0286835360556847,2025,31.333333333333332,15.666666666666666,432.0,6.0,603750.0,5531.914893617021,5555.817094774548,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,560827.75,520000
46.0,1.0,1.0,1,51.65309,-0.2002261,52.0,52.0,11.0,8.0,15.0,1.0,6.0,2.0,18.0,5.0,4,1,0.5627706306467107,0.2978281321954784,2025,46.0,15.333333333333334,234.0,3.0,606322.7142857143,4565.217391304348,5803.2652286772845,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,560296.0571428571,210000
235.0,5.0,2.0,3,51.65309,-0.2002261,52.0,52.0,11.0,8.0,15.0,1.0,6.0,2.0,18.0,5.0,4,2,0.3480189992381989,0.1758547193763421,2025,47.0,23.5,234.0,10.0,606322.7142857143,5273.463829787234,5803.2652286772845,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,563513.9146919431,1239264
101.0,3.0,1.0,1,51.6254,-0.26297,30.0,28.0,18.0,9.0,6.0,1.0,6.0,2.0,16.0,3.0,4,2,0.6182007306082478,0.2579952790578024,2025,33.666666666666664,20.2,152.0,5.0,603750.0,5396.039603960396,5555.817094774548,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,562025.5211267605,545000
47.0,1.0,1.0,1,51.65309,-0.2002261,52.0,52.0,11.0,8.0,15.0,1.0,6.0,2.0,18.0,5.0,4,1,0.6574954567637497,0.1184248495784617,2025,47.0,15.666666666666666,234.0,3.0,606322.7142857143,6595.744680851064,5803.2652286772845,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,560847.8317757009,310000
78.0,3.0,3.0,2,51.55059,-0.30906,108.0,167.0,20.0,19.0,26.0,5.0,22.0,17.0,15.0,9.0,4,2,0.3687078303116052,0.1815982538723852,2025,26.0,9.75,514.0,8.0,452500.0,8205.128205128205,7023.680720368561,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,561215.9813953488,640000
58.0,1.0,1.0,1,51.55606945,-0.2796033937940144,127.0,307.0,24.0,19.0,29.0,4.0,23.0,12.0,43.0,8.0,4,1,0.2967110233517507,0.2295688613000079,2025,58.0,19.333333333333332,750.0,3.0,452500.0,6206.896551724138,7023.680720368561,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,560121.8248847927,360000
87.0,2.0,2.0,1,51.48135925,-0.1995197793698392,211.0,233.0,60.0,48.0,41.0,5.0,62.0,15.0,130.0,12.0,4,1,0.2732752577665185,0.2856203921287182,2025,43.5,17.4,1096.0,5.0,452500.0,5919.540229885058,7023.680720368561,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,559914.8440366973,515000
83.0,2.0,1.0,1,51.6430828,-0.0526933,92.0,164.0,38.0,37.0,24.0,6.0,18.0,17.0,55.0,7.0,4,1,0.4282996062541632,0.3908970752430804,2025,41.5,20.75,590.0,4.0,475944.4166666667,5000.0,5317.176607981529,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,557281.2432432432,415000
54.0,1.0,1.0,1,51.66489,-0.08144,50.0,81.0,15.0,14.0,15.0,1.0,12.0,16.0,38.0,6.0,4,1,0.4806402712145445,0.3065493523448063,2025,54.0,18.0,310.0,3.0,475944.4166666667,5703.7037037037035,5317.176607981529,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,556163.3901345291,308000
91.0,4.0,2.0,2,51.65039,-0.0697,80.0,206.0,26.0,25.0,19.0,2.0,21.0,19.0,47.0,4.0,4,1,0.3372419442409454,0.0826139441350015,2025,22.75,11.375,533.0,8.0,475944.4166666667,7564.0989010989015,5317.176607981529,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,556753.4330357143,688333
88.0,3.0,1.0,1,51.6791158,-0.0519131,32.0,46.0,11.0,16.0,5.0,3.0,15.0,17.0,17.0,9.0,4,2,0.4888518043299009,0.1181024362100334,2025,29.333333333333332,17.6,226.0,5.0,475944.4166666667,4261.363636363636,5317.176607981529,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,555945.64,375000
97.0,2.0,1.0,1,51.65872141538461,-0.0377254384615384,77.0,74.0,25.0,23.0,17.0,2.0,22.0,22.0,38.0,8.0,4,1,0.486643183238015,0.3682340782517597,2025,48.5,24.25,415.0,4.0,475944.4166666667,3608.2474226804125,5317.176607981529,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,554813.9603524229,350000
61.0,3.0,1.0,1,51.41857,-0.15684,145.0,216.0,25.0,29.0,21.0,3.0,32.0,22.0,51.0,5.0,4,2,0.3321289474748717,0.1175038180587866,2025,20.333333333333332,12.2,715.0,5.0,528750.0,6147.540983606557,5838.410435185274,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,564785.2711864407,375000
85.0,3.0,1.0,1,51.39660835555556,-0.168606574074074,72.0,41.0,15.0,15.0,16.0,2.0,18.0,8.0,20.0,7.0,4,2,0.4758730539337767,0.1530869079016046,2025,28.333333333333332,17.0,293.0,5.0,528750.0,5058.823529411765,5838.410435185274,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,563801.781512605,430000
61.0,2.0,1.0,1,51.39711,-0.18506,60.0,56.0,19.0,22.0,13.0,1.0,16.0,14.0,22.0,4.0,4,1,0.4903098922946243,0.2652997556457786,2025,30.5,15.25,318.0,4.0,325000.0,5327.868852459016,5327.868852459016,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,566650.7219917013,325000
101.0,3.0,1.0,2,51.41818,-0.15949,145.0,209.0,26.0,33.0,25.0,3.0,33.0,23.0,55.0,6.0,4,2,0.3262046082938141,0.1635320043570547,2025,33.666666666666664,16.833333333333332,732.0,6.0,528750.0,7772.277227722772,5838.410435185274,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,568618.6172839506,785000
120.0,4.0,2.0,1,51.40734,-0.17288,93.0,125.0,26.0,27.0,20.0,1.0,23.0,17.0,33.0,6.0,4,2,0.5501594413764241,0.2399625556624313,2025,30.0,17.142857142857142,479.0,7.0,528750.0,4375.0,5838.410435185274,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,568439.8524590164,525000
71.0,2.0,1.0,1,51.4214787,-0.2064027,71.0,111.0,13.0,13.0,6.0,1.0,21.0,6.0,21.0,6.0,4,2,0.2426891398296448,0.1253612049754434,2025,35.5,17.75,332.0,4.0,625000.0,8802.81690140845,8802.81690140845,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,568670.7102040816,625000
87.0,3.0,1.0,1,51.37947,-0.22914,30.0,33.0,5.0,6.0,3.0,2.0,6.0,1.0,18.0,2.0,4,2,0.5909773006361598,0.1333374286603734,2025,29.0,17.4,156.0,5.0,742500.0,6034.482758620689,6217.241379310344,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,571257.2380952381,525000
88.0,2.0,1.0,1,51.35523,-0.19314,52.0,53.0,14.0,16.0,16.0,1.0,21.0,11.0,16.0,7.0,4,2,0.3607334546343106,0.1688513049789231,2025,44.0,22.0,320.0,4.0,344000.0,4227.272727272727,4437.165775401069,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,570469.6600790514,372000
68.0,2.0,1.0,1,51.35399,-0.1827699,44.0,39.0,18.0,11.0,17.0,2.0,21.0,9.0,14.0,6.0,4,2,0.4519462987419097,0.255384088404965,2025,34.0,17.0,299.0,4.0,344000.0,4647.058823529412,4437.165775401069,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,569467.811023622,316000
93.0,3.0,1.0,2,51.36461,-0.16091,47.0,52.0,23.0,7.0,14.0,1.0,13.0,8.0,16.0,1.0,4,1,0.2882789747499602,0.2527494582450986,2025,31.0,15.5,285.0,6.0,580000.0,6236.559139784947,6236.559139784947,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,569509.1137254902,580000
80.0,2.0,1.0,1,51.37073,-0.12616,71.0,78.0,16.0,20.0,28.0,5.0,19.0,16.0,35.0,2.0,4,1,0.5439455493123285,0.2281186654438081,2025,40.0,20.0,393.0,4.0,354000.0,4750.0,4227.087643475844,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,568768.84375,380000
90.0,3.0,1.0,1,51.57379,0.14258,78.0,57.0,14.0,19.0,11.0,2.0,19.0,13.0,30.0,4.0,4,2,0.6136673077865887,0.1659132081518929,2025,30.0,18.0,371.0,5.0,436428.5714285714,4444.444444444444,4914.057163183131,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,567584.036900369,400000
68.0,2.0,1.0,1,51.4863958,-0.3216623,87.0,67.0,13.0,11.0,17.0,1.0,27.0,7.0,31.0,2.0,4,1,0.4103972494320667,0.1845133801909349,2025,34.0,17.0,359.0,4.0,451500.0,5705.882352941177,6531.512605042017,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,566165.8388278388,388000
83.0,3.0,1.0,1,51.45324625833333,0.095159475,52.0,54.0,12.0,18.0,16.0,1.0,9.0,5.0,27.0,6.0,4,1,0.6331339050600742,0.4188248128740654,2025,27.666666666666668,16.6,262.0,5.0,593500.0,4566.265060240964,4647.442333436309,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,565482.7518248175,379000
106.0,3.0,1.0,2,51.4671259,0.1107078,47.0,65.0,23.0,7.0,13.0,2.0,13.0,3.0,27.0,2.0,4,1,0.470719033746048,0.3218496319991251,2025,35.333333333333336,17.666666666666668,271.0,6.0,425000.0,4009.433962264151,4009.433962264151,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,564971.9054545454,425000
157.0,4.0,3.0,3,51.42625,0.01931,66.0,27.0,12.0,33.0,22.0,1.0,17.0,4.0,50.0,6.0,4,1,0.382709791950944,0.1850554417141394,2025,39.25,15.7,360.0,10.0,499375.0,4968.152866242038,5613.274775700294,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,565750.9927536232,780000
80.0,2.0,1.0,2,51.38583,-0.10668,283.0,250.0,31.0,59.0,109.0,6.0,58.0,38.0,73.0,11.0,4,2,0.3766361995322317,0.0532723990644635,2025,40.0,16.0,1292.0,5.0,354000.0,3375.0,4227.087643475844,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,564683.2996389891,270000
113.0,3.0,2.0,2,51.37086,-0.1185,181.0,193.0,25.0,38.0,56.0,2.0,49.0,24.0,56.0,5.0,4,1,0.4929810882819335,0.3445235399889644,2025,37.666666666666664,16.142857142857142,859.0,7.0,354000.0,4469.026548672567,4227.087643475844,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,564468.6115107914,505000
